year,pop,city_st
1996,58390.491933622354,"Gulfport, MS"
1997,61828.69344837294,"Gulfport, MS"
1998,65160.090632248626,"Gulfport, MS"
1999,68290.81548340559,"Gulfport, MS"
2000,71127,"Gulfport, MS"
2001,73579.93101382868,"Gulfport, MS"
2002,75581.51469125098,"Gulfport, MS"
2003,77068.81203226691,"Gulfport, MS"
2004,77978.88403687646,"Gulfport, MS"
2005,78248.79170507965,"Gulfport, MS"
2006,77815.59603687646,"Gulfport, MS"
2007,76616.3580322669,"Gulfport, MS"
2008,74588.13869125098,"Gulfport, MS"
2009,71667.99901382867,"Gulfport, MS"
2010,67792.99999999999,"Gulfport, MS"
1900,3825,"Guttenberg, NJ"
1901,4020.4352618559833,"Guttenberg, NJ"
1902,4214.334687743971,"Guttenberg, NJ"
1903,4406.1712776639615,"Guttenberg, NJ"
1904,4595.418031615956,"Guttenberg, NJ"
1905,4781.547949599954,"Guttenberg, NJ"
1906,4964.034031615956,"Guttenberg, NJ"
1907,5142.349277663961,"Guttenberg, NJ"
1908,5315.96668774397,"Guttenberg, NJ"
1909,5484.359261855983,"Guttenberg, NJ"
1910,5647,"Guttenberg, NJ"
1911,5803.24678577282,"Guttenberg, NJ"
1912,5951.997037158441,"Guttenberg, NJ"
1913,6092.033055737662,"Guttenberg, NJ"
1914,6222.1371430912795,"Guttenberg, NJ"
1915,6341.091600800091,"Guttenberg, NJ"
1916,6447.678730444897,"Guttenberg, NJ"
1917,6540.680833606492,"Guttenberg, NJ"
1918,6618.880211865677,"Guttenberg, NJ"
1919,6681.059166803247,"Guttenberg, NJ"
1920,6726,"Guttenberg, NJ"
1921,6753.060595052737,"Guttenberg, NJ"
1922,6763.901163622265,"Guttenberg, NJ"
1923,6760.757499385392,"Guttenberg, NJ"
1924,6745.865396018928,"Guttenberg, NJ"
1925,6721.460647199679,"Guttenberg, NJ"
1926,6689.779046604457,"Guttenberg, NJ"
1927,6653.056387910069,"Guttenberg, NJ"
1928,6613.528464793324,"Guttenberg, NJ"
1929,6573.431070931032,"Guttenberg, NJ"
1930,6535,"Guttenberg, NJ"
1931,6499.936834016231,"Guttenberg, NJ"
1932,6467.8063083524985,"Guttenberg, NJ"
1933,6437.63894672077,"Guttenberg, NJ"
1934,6408.465272833012,"Guttenberg, NJ"
1935,6379.315810401191,"Guttenberg, NJ"
1936,6349.221083137276,"Guttenberg, NJ"
1937,6317.2116147532315,"Guttenberg, NJ"
1938,6282.317928961026,"Guttenberg, NJ"
1939,6243.570549472627,"Guttenberg, NJ"
1940,6200,"Guttenberg, NJ"
1941,6150.917068882339,"Guttenberg, NJ"
1942,6096.753602967741,"Guttenberg, NJ"
1943,6038.221713731528,"Guttenberg, NJ"
1944,5976.033512649026,"Guttenberg, NJ"
1945,5910.901111195555,"Guttenberg, NJ"
1946,5843.53662084644,"Guttenberg, NJ"
1947,5774.652153077004,"Guttenberg, NJ"
1948,5704.95981936257,"Guttenberg, NJ"
1949,5635.171731178461,"Guttenberg, NJ"
1950,5566,"Guttenberg, NJ"
1951,5498.209890454414,"Guttenberg, NJ"
1952,5432.779279776539,"Guttenberg, NJ"
1953,5370.739198353115,"Guttenberg, NJ"
1954,5313.120676570885,"Guttenberg, NJ"
1955,5260.954744816587,"Guttenberg, NJ"
1956,5215.272433476962,"Guttenberg, NJ"
1957,5177.104772938751,"Guttenberg, NJ"
1958,5147.482793588693,"Guttenberg, NJ"
1959,5127.43752581353,"Guttenberg, NJ"
1960,5118,"Guttenberg, NJ"
1961,5120.121369300008,"Guttenberg, NJ"
1962,5134.433277926106,"Guttenberg, NJ"
1963,5161.48749285601,"Guttenberg, NJ"
1964,5201.835781067435,"Guttenberg, NJ"
1965,5256.029909538097,"Guttenberg, NJ"
1966,5324.621645245711,"Guttenberg, NJ"
1967,5408.162755167993,"Guttenberg, NJ"
1968,5507.205006282658,"Guttenberg, NJ"
1969,5622.300165567422,"Guttenberg, NJ"
1970,5754,"Guttenberg, NJ"
1971,5902.090632345555,"Guttenberg, NJ"
1972,6063.295608519037,"Guttenberg, NJ"
1973,6233.572830222845,"Guttenberg, NJ"
1974,6408.8801991593755,"Guttenberg, NJ"
1975,6585.1756170310255,"Guttenberg, NJ"
1976,6758.416985540194,"Guttenberg, NJ"
1977,6924.562206389278,"Guttenberg, NJ"
1978,7079.569181280675,"Guttenberg, NJ"
1979,7219.395811916784,"Guttenberg, NJ"
1980,7340,"Guttenberg, NJ"
1981,7439.008101317772,"Guttenberg, NJ"
1982,7520.720287997744,"Guttenberg, NJ"
1983,7591.10518625261,"Guttenberg, NJ"
1984,7656.131422295065,"Guttenberg, NJ"
1985,7721.767622337801,"Guttenberg, NJ"
1986,7793.982412593513,"Guttenberg, NJ"
1987,7878.744419274895,"Guttenberg, NJ"
1988,7982.022268594641,"Guttenberg, NJ"
1989,8109.784586765445,"Guttenberg, NJ"
1990,8268,"Guttenberg, NJ"
1991,8460.605962383357,"Guttenberg, NJ"
1992,8683.415239489987,"Guttenberg, NJ"
1993,8930.209424766714,"Guttenberg, NJ"
1994,9194.770111660366,"Guttenberg, NJ"
1995,9470.878893617772,"Guttenberg, NJ"
1996,9752.317364085755,"Guttenberg, NJ"
1997,10032.867116511143,"Guttenberg, NJ"
1998,10306.309744340762,"Guttenberg, NJ"
1999,10566.426841021439,"Guttenberg, NJ"
2000,10807,"Guttenberg, NJ"
2001,11022.217049148801,"Guttenberg, NJ"
2002,11207.890754042313,"Guttenberg, NJ"
2003,11360.240114680537,"Guttenberg, NJ"
2004,11475.48413106347,"Guttenberg, NJ"
2005,11549.841803191115,"Guttenberg, NJ"
2006,11579.53213106347,"Guttenberg, NJ"
2007,11560.774114680537,"Guttenberg, NJ"
2008,11489.786754042314,"Guttenberg, NJ"
2009,11362.789049148801,"Guttenberg, NJ"
2010,11176,"Guttenberg, NJ"
1880,4248,"Hackensack, NJ"
1881,4344.998915404543,"Hackensack, NJ"
1882,4460.8380718303,"Hackensack, NJ"
1883,4595.002469277269,"Hackensack, NJ"
1884,4746.97710774545,"Hackensack, NJ"
1885,4916.246987234844,"Hackensack, NJ"
1886,5102.2971077454495,"Hackensack, NJ"
1887,5304.612469277268,"Hackensack, NJ"
1888,5522.6780718303,"Hackensack, NJ"
1889,5755.978915404544,"Hackensack, NJ"
1890,6004,"Hackensack, NJ"
1891,6266.488801514548,"Hackensack, NJ"
1892,6544.24269943758,"Hackensack, NJ"
1893,6838.321549156371,"Hackensack, NJ"
1894,7149.78520605819,"Hackensack, NJ"
1895,7479.693525530313,"Hackensack, NJ"
1896,7829.10636296001,"Hackensack, NJ"
1897,8199.083573734555,"Hackensack, NJ"
1898,8590.68501324122,"Hackensack, NJ"
1899,9004.970536867277,"Hackensack, NJ"
1900,9443,"Hackensack, NJ"
1901,9904.520878537265,"Hackensack, NJ"
1902,10384.031130419378,"Hackensack, NJ"
1903,10874.71633409725,"Hackensack, NJ"
1904,11369.762068021788,"Hackensack, NJ"
1905,11862.353910643904,"Hackensack, NJ"
1906,12345.677440414507,"Hackensack, NJ"
1907,12812.91823578451,"Hackensack, NJ"
1908,13257.261875204818,"Hackensack, NJ"
1909,13671.893937126344,"Hackensack, NJ"
1910,14050,"Hackensack, NJ"
1911,14388.109684336388,"Hackensack, NJ"
1912,14696.128778884904,"Hackensack, NJ"
1913,14987.30711445463,"Hackensack, NJ"
1914,15274.894521854656,"Hackensack, NJ"
1915,15572.14083189407,"Hackensack, NJ"
1916,15892.295875381958,"Hackensack, NJ"
1917,16248.609483127408,"Hackensack, NJ"
1918,16654.331485939507,"Hackensack, NJ"
1919,17122.71171462734,"Hackensack, NJ"
1920,17667,"Hackensack, NJ"
1921,18294.814384117177,"Hackensack, NJ"
1922,18991.245754041007,"Hackensack, NJ"
1923,19735.75320808423,"Hackensack, NJ"
1924,20507.795844559587,"Hackensack, NJ"
1925,21286.832761779813,"Hackensack, NJ"
1926,22052.32305805766,"Hackensack, NJ"
1927,22783.72583170586,"Hackensack, NJ"
1928,23460.500181037154,"Hackensack, NJ"
1929,24062.10520436429,"Hackensack, NJ"
1930,24568,"Hackensack, NJ"
1931,24964.078779194897,"Hackensack, NJ"
1932,25261.976204951065,"Hackensack, NJ"
1933,25479.762053208447,"Hackensack, NJ"
1934,25635.506099907,"Hackensack, NJ"
1935,25747.27812098667,"Hackensack, NJ"
1936,25833.147892387406,"Hackensack, NJ"
1937,25911.185190049157,"Hackensack, NJ"
1938,25999.45978991187,"Hackensack, NJ"
1939,26116.041467915504,"Hackensack, NJ"
1940,26279,"Hackensack, NJ"
1941,26501.189499103228,"Hackensack, NJ"
1942,26774.60142615473,"Hackensack, NJ"
1943,27086.011579081973,"Hackensack, NJ"
1944,27422.19575581241,"Hackensack, NJ"
1945,27769.929754273504,"Hackensack, NJ"
1946,28115.98937239272,"Hackensack, NJ"
1947,28447.150408097514,"Hackensack, NJ"
1948,28750.188659315354,"Hackensack, NJ"
1949,29011.879923973695,"Hackensack, NJ"
1950,29219,"Hackensack, NJ"
1951,29363.46622439219,"Hackensack, NJ"
1952,29457.76209043001,"Hackensack, NJ"
1953,29519.512630463665,"Hackensack, NJ"
1954,29566.342876843362,"Hackensack, NJ"
1955,29615.87786191931,"Hackensack, NJ"
1956,29685.742618041717,"Hackensack, NJ"
1957,29793.56217756078,"Hackensack, NJ"
1958,29956.961572826713,"Hackensack, NJ"
1959,30193.565836189715,"Hackensack, NJ"
1960,30521,"Hackensack, NJ"
1961,30950.228603328018,"Hackensack, NJ"
1962,31465.574212125237,"Hackensack, NJ"
1963,32044.698899063373,"Hackensack, NJ"
1964,32665.264736814137,"Hackensack, NJ"
1965,33304.93379804924,"Hackensack, NJ"
1966,33941.36815544042,"Hackensack, NJ"
1967,34552.22988165936,"Hackensack, NJ"
1968,35115.181049377796,"Hackensack, NJ"
1969,35607.88373126744,"Hackensack, NJ"
1970,36008,"Hackensack, NJ"
1971,36299.22836229573,"Hackensack, NJ"
1972,36489.41306106904,"Hackensack, NJ"
1973,36592.43477328285,"Hackensack, NJ"
1974,36622.174175900094,"Hackensack, NJ"
1975,36592.51194588371,"Hackensack, NJ"
1976,36517.32876019662,"Hackensack, NJ"
1977,36410.50529580178,"Hackensack, NJ"
1978,36285.92222966211,"Hackensack, NJ"
1979,36157.46023874053,"Hackensack, NJ"
1980,36039,"Hackensack, NJ"
1981,35943.01294748904,"Hackensack, NJ"
1982,35876.3335435986,"Hackensack, NJ"
1983,35844.387007805235,"Hackensack, NJ"
1984,35852.598559585495,"Hackensack, NJ"
1985,35906.39341841592,"Hackensack, NJ"
1986,36011.196803773084,"Hackensack, NJ"
1987,36172.43393513352,"Hackensack, NJ"
1988,36395.53003197378,"Hackensack, NJ"
1989,36685.91031377043,"Hackensack, NJ"
1990,37049,"Hackensack, NJ"
1991,37487.02884774811,"Hackensack, NJ"
1992,37989.44476453656,"Hackensack, NJ"
1993,38542.50019549621,"Hackensack, NJ"
1994,39132.44758575794,"Hackensack, NJ"
1995,39745.539380452596,"Hackensack, NJ"
1996,40368.02802471104,"Hackensack, NJ"
1997,40986.16596366414,"Hackensack, NJ"
1998,41586.20564244276,"Hackensack, NJ"
1999,42154.39950617776,"Hackensack, NJ"
2000,42677,"Hackensack, NJ"
2001,43140.898661518535,"Hackensack, NJ"
2002,43535.54339825517,"Hackensack, NJ"
2003,43851.02121020991,"Hackensack, NJ"
2004,44077.41909738276,"Hackensack, NJ"
2005,44204.8240597737,"Hackensack, NJ"
2006,44223.32309738275,"Hackensack, NJ"
2007,44123.003210209914,"Hackensack, NJ"
2008,43893.95139825517,"Hackensack, NJ"
2009,43526.254661518535,"Hackensack, NJ"
2010,43010,"Hackensack, NJ"
1920,2950,"Haddon Heights, NJ"
1921,3419.195119523196,"Haddon Heights, NJ"
1922,3828.158434707904,"Haddon Heights, NJ"
1923,4180.7439455541235,"Haddon Heights, NJ"
1924,4480.805652061856,"Haddon Heights, NJ"
1925,4732.197554231099,"Haddon Heights, NJ"
1926,4938.7736520618555,"Haddon Heights, NJ"
1927,5104.387945554123,"Haddon Heights, NJ"
1928,5232.894434707903,"Haddon Heights, NJ"
1929,5328.147119523195,"Haddon Heights, NJ"
1930,5393.999999999999,"Haddon Heights, NJ"
1931,5434.578656572165,"Haddon Heights, NJ"
1932,5455.094991408935,"Haddon Heights, NJ"
1933,5461.032487113402,"Haddon Heights, NJ"
1934,5457.87462628866,"Haddon Heights, NJ"
1935,5451.1048915378005,"Haddon Heights, NJ"
1936,5446.206765463918,"Haddon Heights, NJ"
1937,5448.663730670103,"Haddon Heights, NJ"
1938,5463.959269759451,"Haddon Heights, NJ"
1939,5497.5768653350515,"Haddon Heights, NJ"
1940,5555,"Haddon Heights, NJ"
1941,5640.354254188144,"Haddon Heights, NJ"
1942,5752.333599656357,"Haddon Heights, NJ"
1943,5888.274105992268,"Haddon Heights, NJ"
1944,6045.511842783505,"Haddon Heights, NJ"
1945,6221.382879617698,"Haddon Heights, NJ"
1946,6413.223286082474,"Haddon Heights, NJ"
1947,6618.369131765464,"Haddon Heights, NJ"
1948,6834.1564862542955,"Haddon Heights, NJ"
1949,7057.921419136597,"Haddon Heights, NJ"
1950,7287,"Haddon Heights, NJ"
1951,7518.704326675258,"Haddon Heights, NJ"
1952,7750.250609965636,"Haddon Heights, NJ"
1953,7978.831088917525,"Haddon Heights, NJ"
1954,8201.63800257732,"Haddon Heights, NJ"
1955,8415.863589991408,"Haddon Heights, NJ"
1956,8618.700090206186,"Haddon Heights, NJ"
1957,8807.339742268041,"Haddon Heights, NJ"
1958,8978.974785223369,"Haddon Heights, NJ"
1959,9130.797458118557,"Haddon Heights, NJ"
1960,9260,"Haddon Heights, NJ"
1961,9364.449439110826,"Haddon Heights, NJ"
1962,9444.7119604811,"Haddon Heights, NJ"
1963,9502.028538337629,"Haddon Heights, NJ"
1964,9537.640146907217,"Haddon Heights, NJ"
1965,9552.787760416666,"Haddon Heights, NJ"
1966,9548.712353092784,"Haddon Heights, NJ"
1967,9526.654899162371,"Haddon Heights, NJ"
1968,9487.856372852233,"Haddon Heights, NJ"
1969,9433.557748389176,"Haddon Heights, NJ"
1970,9365,"Haddon Heights, NJ"
1971,9283.616916881443,"Haddon Heights, NJ"
1972,9191.613548109966,"Haddon Heights, NJ"
1973,9091.387757731958,"Haddon Heights, NJ"
1974,8985.337409793814,"Haddon Heights, NJ"
1975,8875.860368341924,"Haddon Heights, NJ"
1976,8765.35449742268,"Haddon Heights, NJ"
1977,8656.217661082474,"Haddon Heights, NJ"
1978,8550.847723367697,"Haddon Heights, NJ"
1979,8451.642548324742,"Haddon Heights, NJ"
1980,8361,"Haddon Heights, NJ"
1981,8280.724893363402,"Haddon Heights, NJ"
1982,8210.249847079038,"Haddon Heights, NJ"
1983,8148.414430734536,"Haddon Heights, NJ"
1984,8094.058213917526,"Haddon Heights, NJ"
1985,8046.020766215635,"Haddon Heights, NJ"
1986,8003.141657216494,"Haddon Heights, NJ"
1987,7964.260456507732,"Haddon Heights, NJ"
1988,7928.216733676976,"Haddon Heights, NJ"
1989,7893.850058311856,"Haddon Heights, NJ"
1990,7860,"Haddon Heights, NJ"
1991,7825.758509664948,"Haddon Heights, NJ"
1992,7791.227063573883,"Haddon Heights, NJ"
1993,7756.759519329897,"Haddon Heights, NJ"
1994,7722.709734536083,"Haddon Heights, NJ"
1995,7689.4315667955325,"Haddon Heights, NJ"
1996,7657.278873711341,"Haddon Heights, NJ"
1997,7626.605512886598,"Haddon Heights, NJ"
1998,7597.765341924399,"Haddon Heights, NJ"
1999,7571.112218427835,"Haddon Heights, NJ"
2000,7547,"Haddon Heights, NJ"
2001,7525.7320679768045,"Haddon Heights, NJ"
2002,7507.409898625429,"Haddon Heights, NJ"
2003,7492.084491945876,"Haddon Heights, NJ"
2004,7479.8068479381445,"Haddon Heights, NJ"
2005,7470.627966602234,"Haddon Heights, NJ"
2006,7464.598847938144,"Haddon Heights, NJ"
2007,7461.7704919458765,"Haddon Heights, NJ"
2008,7462.19389862543,"Haddon Heights, NJ"
2009,7465.920067976804,"Haddon Heights, NJ"
2010,7473,"Haddon Heights, NJ"
1890,2502,"Haddonfield, NJ"
1891,2441.7878343149423,"Haddonfield, NJ"
1892,2403.58903878212,"Haddonfield, NJ"
1893,2386.4496134015326,"Haddonfield, NJ"
1894,2389.4155581731798,"Haddonfield, NJ"
1895,2411.5328730970623,"Haddonfield, NJ"
1896,2451.84755817318,"Haddonfield, NJ"
1897,2509.4056134015327,"Haddonfield, NJ"
1898,2583.25303878212,"Haddonfield, NJ"
1899,2672.4358343149424,"Haddonfield, NJ"
1900,2776,"Haddonfield, NJ"
1901,2892.740798822069,"Haddonfield, NJ"
1902,3020.450545705032,"Haddonfield, NJ"
1903,3156.670818557548,"Haddonfield, NJ"
1904,3298.943195288276,"Haddonfield, NJ"
1905,3444.8092538058754,"Haddonfield, NJ"
1906,3591.810572019004,"Haddonfield, NJ"
1907,3737.488727836322,"Haddonfield, NJ"
1908,3879.385299166488,"Haddonfield, NJ"
1909,4015.0418639181607,"Haddonfield, NJ"
1910,4142,"Haddonfield, NJ"
1911,4259.054970396782,"Haddonfield, NJ"
1912,4370.016778397752,"Haddonfield, NJ"
1913,4479.949112368276,"Haddonfield, NJ"
1914,4593.915660673716,"Haddonfield, NJ"
1915,4716.980111679437,"Haddonfield, NJ"
1916,4854.206153750803,"Haddonfield, NJ"
1917,5010.657475253179,"Haddonfield, NJ"
1918,5191.397764551928,"Haddonfield, NJ"
1919,5401.490710012413,"Haddonfield, NJ"
1920,5646,"Haddonfield, NJ"
1921,5927.748319590805,"Haddonfield, NJ"
1922,6240.594340703961,"Haddonfield, NJ"
1923,6576.155731969351,"Haddonfield, NJ"
1924,6926.050162016862,"Haddonfield, NJ"
1925,7281.895299476377,"Haddonfield, NJ"
1926,7635.3088129777825,"Haddonfield, NJ"
1927,7977.908371150962,"Haddonfield, NJ"
1928,8301.311642625802,"Haddonfield, NJ"
1929,8597.136296032186,"Haddonfield, NJ"
1930,8857,"Haddonfield, NJ"
1931,9074.628751239998,"Haddonfield, NJ"
1932,9252.181858786405,"Haddonfield, NJ"
1933,9393.92695975432,"Haddonfield, NJ"
1934,9504.131691258839,"Haddonfield, NJ"
1935,9587.063690415056,"Haddonfield, NJ"
1936,9646.990594338069,"Haddonfield, NJ"
1937,9688.180040142974,"Haddonfield, NJ"
1938,9714.899664944867,"Haddonfield, NJ"
1939,9731.417105858844,"Haddonfield, NJ"
1940,9742,"Haddonfield, NJ"
1941,9750.950675449205,"Haddonfield, NJ"
1942,9762.710224150418,"Haddonfield, NJ"
1943,9781.754429013368,"Haddonfield, NJ"
1944,9812.559072947784,"Haddonfield, NJ"
1945,9859.599938863399,"Haddonfield, NJ"
1946,9927.352809669943,"Haddonfield, NJ"
1947,10020.293468277143,"Haddonfield, NJ"
1948,10142.897697594733,"Haddonfield, NJ"
1949,10299.641280532442,"Haddonfield, NJ"
1950,10495,"Haddonfield, NJ"
1951,10731.09354696318,"Haddonfield, NJ"
1952,11000.617244611922,"Haddonfield, NJ"
1953,11293.91032419221,"Haddonfield, NJ"
1954,11601.312016950023,"Haddonfield, NJ"
1955,11913.161554131348,"Haddonfield, NJ"
1956,12219.798166982164,"Haddonfield, NJ"
1957,12511.561086748454,"Haddonfield, NJ"
1958,12778.789544676201,"Haddonfield, NJ"
1959,13011.82277201139,"Haddonfield, NJ"
1960,13201,"Haddonfield, NJ"
1961,13339.223136698074,"Haddonfield, NJ"
1962,13429.644797401894,"Haddonfield, NJ"
1963,13477.980274217796,"Haddonfield, NJ"
1964,13489.944859252124,"Haddonfield, NJ"
1965,13471.253844611214,"Haddonfield, NJ"
1966,13427.622522401407,"Haddonfield, NJ"
1967,13364.766184729042,"Haddonfield, NJ"
1968,13288.40012370046,"Haddonfield, NJ"
1969,13204.239631421999,"Haddonfield, NJ"
1970,13118,"Haddonfield, NJ"
1971,13034.334906244521,"Haddonfield, NJ"
1972,12953.651565780503,"Haddonfield, NJ"
1973,12875.295578936604,"Haddonfield, NJ"
1974,12798.612546041482,"Haddonfield, NJ"
1975,12722.948067423798,"Haddonfield, NJ"
1976,12647.64774341221,"Haddonfield, NJ"
1977,12572.057174335378,"Haddonfield, NJ"
1978,12495.521960521959,"Haddonfield, NJ"
1979,12417.387702300613,"Haddonfield, NJ"
1980,12337,"Haddonfield, NJ"
1981,12254.06723832384,"Haddonfield, NJ"
1982,12169.748939476094,"Haddonfield, NJ"
1983,12085.567410035788,"Haddonfield, NJ"
1984,12003.044956581945,"Haddonfield, NJ"
1985,11923.703885693592,"Haddonfield, NJ"
1986,11849.066503949753,"Haddonfield, NJ"
1987,11780.655117929447,"Haddonfield, NJ"
1988,11719.992034211706,"Haddonfield, NJ"
1989,11668.599559375547,"Haddonfield, NJ"
1990,11628,"Haddonfield, NJ"
1991,11599.224140460123,"Haddonfield, NJ"
1992,11581.336676315123,"Haddonfield, NJ"
1993,11572.910780920245,"Haddonfield, NJ"
1994,11572.519627630732,"Haddonfield, NJ"
1995,11578.73638980183,"Haddonfield, NJ"
1996,11590.134240788782,"Haddonfield, NJ"
1997,11605.28635394683,"Haddonfield, NJ"
1998,11622.76590263122,"Haddonfield, NJ"
1999,11641.146060197196,"Haddonfield, NJ"
2000,11659,"Haddonfield, NJ"
2001,11674.99919983567,"Haddonfield, NJ"
2002,11688.208355263414,"Haddonfield, NJ"
2003,11697.790466283232,"Haddonfield, NJ"
2004,11702.90853289512,"Haddonfield, NJ"
2005,11702.725555099085,"Haddonfield, NJ"
2006,11696.404532895122,"Haddonfield, NJ"
2007,11683.10846628323,"Haddonfield, NJ"
2008,11662.000355263413,"Haddonfield, NJ"
2009,11632.24319983567,"Haddonfield, NJ"
2010,11593,"Haddonfield, NJ"
1970,5809,"Halawa Heights, HI"
1910,2560,"Haledon, NJ"
1911,2575.981321864595,"Haledon, NJ"
1912,2611.557016648169,"Haledon, NJ"
1913,2665.3390843507214,"Haledon, NJ"
1914,2735.939524972253,"Haledon, NJ"
1915,2821.9703385127636,"Haledon, NJ"
1916,2922.043524972253,"Haledon, NJ"
1917,3034.771084350721,"Haledon, NJ"
1918,3158.7650166481685,"Haledon, NJ"
1919,3292.637321864595,"Haledon, NJ"
1920,3435,"Haledon, NJ"
1921,3584.256813762486,"Haledon, NJ"
1922,3737.978576692564,"Haledon, NJ"
1923,3893.5278650388454,"Haledon, NJ"
1924,4048.2672550499447,"Haledon, NJ"
1925,4199.559322974473,"Haledon, NJ"
1926,4344.766645061043,"Haledon, NJ"
1927,4481.251797558269,"Haledon, NJ"
1928,4606.377356714761,"Haledon, NJ"
1929,4717.505898779134,"Haledon, NJ"
1930,4812,"Haledon, NJ"
1931,4888.263423085461,"Haledon, NJ"
1932,4948.864676581576,"Haledon, NJ"
1933,4997.4134554938955,"Haledon, NJ"
1934,5037.519454827969,"Haledon, NJ"
1935,5072.792369589345,"Haledon, NJ"
1936,5106.8418947835735,"Haledon, NJ"
1937,5143.277725416204,"Haledon, NJ"
1938,5185.709556492786,"Haledon, NJ"
1939,5237.747083018868,"Haledon, NJ"
1940,5303,"Haledon, NJ"
1941,5383.805493895671,"Haledon, NJ"
1942,5477.410716981132,"Haledon, NJ"
1943,5579.790312985571,"Haledon, NJ"
1944,5686.91892563818,"Haledon, NJ"
1945,5794.771198668146,"Haledon, NJ"
1946,5899.321775804661,"Haledon, NJ"
1947,5996.545300776915,"Haledon, NJ"
1948,6082.416417314095,"Haledon, NJ"
1949,6152.909769145394,"Haledon, NJ"
1950,6204,"Haledon, NJ"
1951,6233.060601331854,"Haledon, NJ"
1952,6243.0604554938955,"Haledon, NJ"
1953,6238.367292563818,"Haledon, NJ"
1954,6223.348842619312,"Haledon, NJ"
1955,6202.372835738069,"Haledon, NJ"
1956,6179.80700199778,"Haledon, NJ"
1957,6160.0190714761375,"Haledon, NJ"
1958,6147.376774250833,"Haledon, NJ"
1959,6146.247840399556,"Haledon, NJ"
1960,6161,"Haledon, NJ"
1961,6194.625100776914,"Haledon, NJ"
