oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,geometry,density_numeric
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-26,Winter,2021,6.5,"c(-94.7655, 29.5254)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-15,Spring,2021,6.5,"c(-80.8648, 28.989)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-03,Winter,2019,6.5,"c(-94.7554, 29.3131)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-25,Winter,2020,6.5,"c(-97.15, 27.704)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-03-14,Spring,2021,3,"c(-87.1688, 30.4527)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-14,Spring,2022,6.5,"c(-94.8133, 29.2736)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-03-06,Spring,2020,3,"c(-93.1228, 29.7583)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-07,Fall,2021,6.5,"c(-99.47, 29.3189)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-06-16,Summer,2019,6.5,"c(-97.3481, 27.2765)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Shipek grab sampler,110,pieces kg-1 d.w.,20-150,Medium,2017-03-21,Spring,2017,6.5,"c(-82.6415, 27.6279)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-16,Spring,2022,3,"c(-94.796, 29.2833)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-07-10,Summer,2020,6.5,"c(-97.1874, 27.6431)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-09-03,Fall,2021,3,"c(-85.3092, 29.6827)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-16,Winter,2021,3,"c(-94.9659, 29.1849)",1
Atlantic Ocean,NA,NA,Neuston net,0.243828,pieces/m3,0.005-1,Medium,1995-05-17,Spring,1995,6.5,"c(-70.87, 27.38)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-07,Spring,2022,3,"c(-94.7569, 29.3119)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-07,Winter,2019,6.5,"c(-94.7717, 29.3019)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-11,Spring,2021,6.5,"c(-97.0782, 27.8009)",3
Atlantic Ocean,NA,NA,Metal spoon,573.44,pieces kg-1 d.w.,>200,Very High,2020-10-02,Fall,2020,10,"c(-71.362806, 41.692959)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-02,Spring,2022,6.5,"c(-94.8119, 29.2739)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-05-23,Spring,2020,6.5,"c(-95.5206, 28.8189)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-05,Fall,2019,6.5,"c(-95.0079, 29.6552)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-08-06,Summer,2021,6.5,"c(-82.5156, 41.3843)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-05-22,Spring,2019,3,"c(-84.692, 29.8288)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-10-28,Fall,2019,8.25,"c(-94.9049, 29.2213)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-07-06,Summer,2020,6.5,"c(-94.8865, 29.2325)",3
Atlantic Ocean,NA,NA,Neuston net,0.086392,pieces/m3,0.005-1,Medium,1993-05-18,Spring,1993,6.5,"c(-71.95, 26.87)",3
Atlantic Ocean,New York Bight,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2014-09-28,Fall,2014,4.75,"c(-74.0163, 40.4782)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2020-10-31,Fall,2020,10,"c(-89.9954, 29.9401)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-10-20,Fall,2021,6.5,"c(-96.4775, 28.301)",3
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1994-03-30,Spring,1994,6.5,"c(-73.37, 25.85)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.7343, 29.3268)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2018-12-22,Winter,2018,8.25,"c(-97.0328, 27.8666)",4
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-08-31,Summer,2021,6.5,"c(-75.127, 39.9245)",3
Atlantic Ocean,NA,NA,Grab sample,0,pieces/m3,0-0.0005,Very Low,2016-11-13,Fall,2016,3,"c(-76.3422, 37.6899)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1995-03-28,Spring,1995,6.5,"c(-79.91, 25.04)",3
Atlantic Ocean,NA,NA,Neuston net,0.125268,pieces/m3,0.005-1,Medium,1996-04-01,Spring,1996,6.5,"c(-75.57, 25.65)",3
Pacific Ocean,NA,NA,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,2018-07-07,Summer,2018,6.5,"c(-116.609493, 31.828258)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-05-16,Spring,1992,3,"c(-65, 39.76)",1
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-03,Spring,2021,6.5,"c(-123.9856, 45.1021)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-01-17,Winter,2021,3,"c(-95.0741, 29.1172)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-08-10,Summer,1996,3,"c(-68.58, 39.62)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1990-08-22,Summer,1990,3,"c(-70.31, 42.74)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-24,Fall,2019,6.5,"c(-94.8827, 29.2346)",3
Atlantic Ocean,NA,NA,Neuston net,0.0216,pieces/m3,0.005-1,Medium,2000-06-01,Summer,2000,6.5,"c(-71.95, 27.46)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-10-26,Fall,2021,4.75,"c(-89.3276, 30.3063)",2
Pacific Ocean,Monterey Bay National Marine Sanctuary,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2015-03-02,Spring,2015,4.75,"c(-122.0247, 36.9575)",2
Pacific Ocean,Gulf of California,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-11-02,Fall,2002,3,"c(-110.55, 25.32)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-03-08,Spring,2019,8.25,"c(-97.2174, 27.5871)",4
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1992-05-13,Spring,1992,4.75,"c(-65.93, 35.85)",2
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-06-29,Summer,2021,4.75,"c(-81.3278, 30.0433)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-27,Spring,2020,6.5,"c(-87.8526, 30.3787)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-07,Winter,2019,8.25,"c(-94.8883, 29.2312)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1991-04-19,Spring,1991,3,"c(-76.3, 25.95)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-06,Winter,2019,6.5,"c(-94.9551, 29.1911)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-05-13,Spring,2021,6.5,"c(-96.9839, 27.931)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-05-08,Spring,1993,3,"c(-77.65, 25.95)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-15,Spring,2021,6.5,"c(-95.0452, 29.1365)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-25,Spring,2022,6.5,"c(-121.9713, 36.5731)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-07,Spring,2022,6.5,"c(-79.9709, 32.8912)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2003-07-31,Summer,2003,3,"c(-70.41, 43.06)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2004-02-15,Winter,2004,3,"c(-78.61, 28.16)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,0,pieces/m3,0-0.0005,Very Low,2017-04-10,Spring,2017,3,"c(-82.6943, 27.9456)",1
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-07-23,Summer,2001,3,"c(-70.26, 42.22)",1
Pacific Ocean,NA,NA,Grab sample,0.041,pieces/m3,0.005-1,Medium,2014-03-17,Spring,2014,6.5,"c(-117.1701, 32.7643)",3
Atlantic Ocean,NA,NA,Metal spoon,1237.93,pieces kg-1 d.w.,>200,Very High,2020-10-01,Fall,2020,10,"c(-71.380014, 41.787143)",5
Atlantic Ocean,NA,NA,Neuston net,0.109792,pieces/m3,0.005-1,Medium,2000-04-22,Spring,2000,6.5,"c(-66.62, 28.02)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2018-11-20,Fall,2018,8.25,"c(-97.2077, 27.6057)",4
Atlantic Ocean,NA,NA,Neuston net,0.146868,pieces/m3,0.005-1,Medium,1996-05-26,Spring,1996,6.5,"c(-66.08, 34.56)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-09-20,Fall,2021,6.5,"c(-95.0093, 29.6524)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-11,Spring,2022,6.5,"c(-94.925, 29.4726)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-07,Spring,2019,6.5,"c(-95.1307, 29.066)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-31,Winter,2019,8.25,"c(-79.9281, 32.7866)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-07-27,Summer,2000,3,"c(-70.6, 39.7)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,2002-02-17,Winter,2002,6.5,"c(-77.14, 27.78)",3
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,1997-05-09,Spring,1997,6.5,"c(-80.08, 25.15)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-02-01,Winter,2020,8.25,"c(-79.8572, 32.7571)",4
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-27,Winter,2021,6.5,"c(-124.4373, 43.0689)",3
Atlantic Ocean,NA,NA,Neuston net,0.027492,pieces/m3,0.005-1,Medium,2007-04-05,Spring,2007,6.5,"c(-74.91, 29.04)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2022-04-18,Spring,2022,4.75,"c(-94.8318, 29.2631)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-12-05,Winter,2020,6.5,"c(-97.3885, 27.7713)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-10-10,Fall,2021,3,"c(-90.3473, 38.4171)",1
Atlantic Ocean,NA,NA,Neuston net,0.001272,pieces/m3,0.0005-0.005,Low,2006-07-28,Summer,2006,4.75,"c(-70.31, 40.71)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-03,Fall,2021,3,"c(-97.3787, 27.0601)",1
Atlantic Ocean,NA,NA,Neuston net,0.056156,pieces/m3,0.005-1,Medium,1996-02-13,Winter,1996,6.5,"c(-75.62, 24.78)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-23,Fall,2019,6.5,"c(-94.8025, 29.2796)",3
Atlantic Ocean,NA,NA,Neuston net,0.025916,pieces/m3,0.005-1,Medium,1992-06-23,Summer,1992,6.5,"c(-69.42, 37.37)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-19,Summer,2021,3,"c(-86.5546, 30.39)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-03,Spring,2022,6.5,"c(-94.6024, 29.4674)",3
Atlantic Ocean,NA,NA,Neuston net,0.01512,pieces/m3,0.005-1,Medium,2005-03-17,Spring,2005,6.5,"c(-81.99, 24.16)",3
Atlantic Ocean,NA,NA,Neuston net,0.1553,pieces/m3,0.005-1,Medium,2001-04-09,Spring,2001,6.5,"c(-67.43, 31.76)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2008-07-19,Summer,2008,3,"c(-69.59, 42.72)",1
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1995-10-24,Fall,1995,4.75,"c(-67.93, 37.67)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-04-06,Spring,2001,3,"c(-77.4, 29.75)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-03-30,Spring,2021,3,"c(-85.2658, 29.6825)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-04-17,Spring,2019,6.5,"c(-95.1865, 29.0269)",3
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,670,pieces/m3,>=10,Very High,2016-09-20,Fall,2016,10,"c(-82.7832, 27.61)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-08,Spring,2022,3,"c(-94.8255, 29.2664)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-02,Winter,2021,6.5,"c(-94.9876, 29.5955)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-30,Spring,2022,6.5,"c(-94.7873, 29.2902)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-25,Spring,2019,6.5,"c(-97.1653, 27.6776)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-11-02,Fall,2021,8.25,"c(-79.966, 32.8703)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-02-20,Winter,2019,3,"c(-95.9414, 28.6109)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-10-26,Fall,2019,10,"c(-95.0077, 29.6557)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-25,Fall,2019,8.25,"c(-94.7937, 29.2851)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-24,Fall,2020,8.25,"c(-94.7993, 29.2821)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2000-01-06,Winter,2000,3,"c(-81.83, 24.24)",1
Atlantic Ocean,NA,NA,Neuston net,0.049368,pieces/m3,0.005-1,Medium,1992-04-06,Spring,1992,6.5,"c(-75.02, 25.18)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2020-06-18,Summer,2020,4.75,"c(-122.3003, 37.851)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-10-09,Fall,2021,6.5,"c(-94.7336, 29.3276)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-11-01,Fall,2020,6.5,"c(-97.239, 27.5458)",3
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1997-04-06,Spring,1997,6.5,"c(-69.71, 31.07)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-06-21,Summer,2019,8.25,"c(-94.911, 29.4931)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-03,Winter,2019,6.5,"c(-94.7969, 29.2828)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2022-05-02,Spring,2022,4.75,"c(-94.8326, 29.2629)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2007-02-20,Winter,2007,3,"c(-71.25, 24.62)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-15,Fall,2021,8.25,"c(-79.9661, 32.8705)",4
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,1995-07-13,Summer,1995,6.5,"c(-66.12, 41.33)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2005-04-01,Spring,2005,3,"c(-80.76, 30.46)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-02-26,Winter,2021,3,"c(-94.692, 29.755)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-04-30,Spring,2019,8.25,"c(-97.1599, 26.0862)",4
Atlantic Ocean,Gulf of Mexico,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2002-01-31,Winter,2002,4.75,"c(-83.52, 24.15)",2
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-05,Winter,2019,6.5,"c(-79.8685, 32.7772)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-10,Spring,2022,6.5,"c(-95.3645, 29.7639)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-06,Spring,2020,8.25,"c(-94.9863, 29.597)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-02-23,Winter,2019,8.25,"c(-97.3772, 27.0938)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2018-12-01,Winter,2018,6.5,"c(-97.2597, 27.5058)",3
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1989-07-17,Summer,1989,6.5,"c(-70.38, 40.02)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-11-24,Fall,2019,6.5,"c(-94.7832, 29.2927)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-04-04,Spring,1997,3,"c(-73.59, 30.25)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-10-09,Fall,2021,3,"c(-88.1852, 41.5712)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-09-06,Fall,2001,3,"c(-69.02, 39.95)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2005-02-16,Winter,2005,4.75,"c(-76.25, 28.1)",2
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,5.4,pieces/m3,1-10,High,2017-07-18,Summer,2017,8.25,"c(-82.7832, 27.61)",4
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-03-05,Spring,2021,8.25,"c(-71.9074, 41.3302)",4
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,NA,Grab sample,0.019,pieces/m3,0.005-1,Medium,2014-12-02,Winter,2014,6.5,"c(-122.603, 47.1722)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-04,Winter,2019,6.5,"c(-94.787, 29.29)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-06-15,Summer,2021,3,"c(-97.2882, 28.0155)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-04-03,Spring,1993,3,"c(-76.12, 25.53)",1
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-04-10,Spring,2021,3,"c(-122.229, 37.0385)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-03-20,Spring,2020,6.5,"c(-79.8681, 32.7774)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-02,Winter,2019,8.25,"c(-94.8212, 29.313)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-03,Fall,2021,8.25,"c(-97.2397, 27.5452)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-29,Winter,2020,6.5,"c(-97.2075, 27.606)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-24,Spring,2021,6.5,"c(-82.5145, 41.3838)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1993-08-10,Summer,1993,4.75,"c(-70.68, 39.45)",2
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-07-14,Summer,2002,3,"c(-70.24, 42.16)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-10-20,Fall,1995,3,"c(-70.05, 40.43)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1995-05-11,Spring,1995,6.5,"c(-78, 28.08)",3
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,1992-06-21,Summer,1992,6.5,"c(-70.98, 41.37)",3
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-09-03,Fall,1993,3,"c(-70.43, 42.33)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-05-19,Spring,2022,3,"c(-87.8376, 30.3769)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-08,Spring,2022,3,"c(-94.8777, 29.2379)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-02,Spring,2022,6.5,"c(-94.9705, 29.1824)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-15,Winter,2019,6.5,"c(-97.3217, 27.6665)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2022-04-19,Spring,2022,4.75,"c(-118.4698, 33.9818)",2
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-19,Summer,2019,6.5,"c(-79.8217, 32.764)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-06-25,Summer,1997,3,"c(-68.95, 42.82)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.8245, 29.2671)",3
Atlantic Ocean,NA,NA,Neuston net,0.118792,pieces/m3,0.005-1,Medium,1994-02-11,Winter,1994,6.5,"c(-77.67, 25.6)",3
Atlantic Ocean,NA,NA,Neuston net,0.343412,pieces/m3,0.005-1,Medium,1999-04-11,Spring,1999,6.5,"c(-72.55, 26.98)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-09-28,Fall,2021,6.5,"c(-90.1391, 38.865)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-10-20,Fall,2002,3,"c(-66.33, 39.83)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-08-25,Summer,2021,8.25,"c(-78.8983, 43.0527)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-04-08,Spring,2021,6.5,"c(-95.0574, 29.1285)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-04,Fall,2021,6.5,"c(-94.8439, 29.2564)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-04-25,Spring,2019,6.5,"c(-96.8496, 28.0638)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-12-14,Winter,2019,8.25,"c(-97.2225, 27.5773)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-04-05,Spring,2002,3,"c(-76.02, 24.63)",1
Pacific Ocean,NA,NA,PVC cylinder,0,pieces/m3,0-100,Very Low,2018-07-07,Summer,2018,3,"c(-116.609493, 31.828258)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-14,Winter,2020,6.5,"c(-79.9366, 32.6556)",3
Atlantic Ocean,NA,NA,Neuston net,0.0036,pieces/m3,0.0005-0.005,Low,2008-08-16,Summer,2008,4.75,"c(-70.57, 39.42)",2
